Query,APIs,APIClasses
Very fast sampling from a set with fixed number of elements in python,numpy.random.RandomState.randint(); ,numpy.random.RandomState; 
How to display an SQL string that has been constructed by MySQLDB cursor?,sqlite3.Connection.execute(); ,sqlite3.Connection; 
"In Python, how do you convert a `datetime` object to seconds?",datetime.timedelta.total_seconds(); ,datetime.timedelta; 
How does a threading.Thread yield the rest of its quantum in Python?,time.sleep(); ,time; 
How do I list all the attributes of an object in python pdb?,dir(); ,
How to offer platform-specific implementations of a module?,globals(); ,
Reliably terminating subprocess on Python 2.5,os.kill(); ,os; 
Fastest stdin/out IO in python 3?,os.read(); ,os; 
Opening a text file in Python,os.getcwd(); ,os; 
Python datetime to string without microsecond component,datetime.datetime.strftime(); ,datetime.datetime; 
Changing user agent on urllib2.urlopen,urllib.request.Request.add_header(); ,urllib.request.Request; 
Python: Renaming member in a tar file during extraction,tarfile.TarFile.extract(); ,tarfile.TarFile; 
How to convert list of tuples to multiple lists?,zip(); ,
Split string on whitespace in Python,str.split(); ,str; 
How to scroll automatically within a Tkinter message window,tkinter.ttk.Treeview.see(); ,tkinter.ttk.Treeview; 
How to synchronize threads in python?,threading.Thread.join(); ,threading.Thread; 
"In Python, how to create a large number of variables in a loop?",locals(); ,
Decode escaped characters in URL,urllib.parse.unquote(); ,urllib.parse; 
Counting patterns in sequences,len(); ,
Python counting significant digits,str.split(); ,str; 
"In python, how can I prevent the ""^C"" from showing up when I press Ctrl+C in the terminal?",curses.noecho(); ,curses; 
Checking for nan in Cython,math.isnan(); ,math; 
Does Python have an argc argument?,len(); ,
Appending two arrays together in Python,array.array.append(); ,array.array; 
Python - How to calculate the elapsed time since X date?,datetime.timedelta.total_seconds(); ,datetime.timedelta; 
how to get all possible combination of items from 2-dimensional list in python?,itertools.product(); ,itertools; 
Python on Linux: get host name in /etc/hostname,socket.gethostname(); ,socket; 
Deleting an object from an SQLAlchemy session before it's been persisted,Session.expunge(); ,Session; 
Python: Get HTTP headers from urllib2.urlopen call?,http.client.HTTPResponse.info(); ,http.client.HTTPResponse; 
Sort tuples based on second parameter,list.sort(); ,list; 
How to determine struct used to declare the instance layout of PyObject?,isinstance(); ,
Use izip to read lines from two files simultaneously in python,enumerate(); ,
Convert a list of string sentences to words,str.split(); ,str; 
"Best (most ""pythonic"") way to temporarily unzip a file",gzip.open(); ,gzip; 
python unittest2 - exposing test method name to setup method,repr(); ,
Is there a better way to delete files that are a month old in python?,datetime.datetime.now(); ,datetime.datetime; 
"python: dictionary to string, custom format?",dict.items(); ,dict; 
auto detect file in a folder,inotify(); ,
CSV DictReader only gets the first character of the CSV file,os.read(); ,os; 
Get containing context of a function,inspect.ismethod(); ,inspect; 
Convert unicode codepoint to UTF8 hex in python,chr(); ,
Generating IDs how to make IDs same length using zeroes?,str.zfill(); ,str; 
Reading a binary file with python,struct.unpack(); ,struct; 
Python: Catching the output from subprocess.call with stdout,subprocess.Popen.communicate(); ,subprocess.Popen; 
Display user group of logged in user in django admin change_form.html?,all(); ,
Is there a way to delist a list in python?,itertools.product(); ,itertools; 
Fast way of merging huge files(>=7 GB) into one,os.read(); ,os; 
How to access the keys or values of Python GDB Value,dataclasses.fields(); ,dataclasses; 
Swapping lines in a Tkinter text widget,tkinter.ttk.Treeview.index(); ,tkinter.ttk.Treeview; 
Python PySerial readline function wrong use,re.split(); ,re; 
Replace for loop with list comprehension,str.join(); ,str; 
Python remove set from set,os.remove(); ,os; 
Creating 2D coordinates map in Python,itertools.product(); ,itertools; 
"Python, want to print float in exact format +-00.00",str.format(); ,str; 
converting NavigableString to unicode string,str.lower(); ,str; 
Python Cartesian Product,itertools.product(); ,itertools; 
"decode urlencoded string, or apache rejects url due to '/' in params",urllib.parse.unquote(); ,urllib.parse; 
python print a string in array format,str.join(); ,str; 
How do you add datetime to a logfile name?,datetime.datetime.strftime(); ,datetime.datetime; 
"In python, how can I test if a path is a symbolic link?",os.path.islink(); ,os.path; 
How to add numbers in nested Python lists,functools.reduce(); ,functools; 
How to obtain a Thread id in Python?,threading.get_ident(); ,threading; 
python MySQLdb - how to log warnings,warnings.showwarning(); ,warnings; 
"Python, how to make a function which takes a function as an argument along with two arrays?",map(); ,
populate json to html with django template,json.dumps(); ,json; 
Best way to retrieve variable values from a text file?,globals(); ,
Python script to copy files,os.getcwd(); ,os; 
Check if list of objects contain an object with a certain attribute value,any(); ,
Python - Any way to turn relative paths into absolute paths?,os.path.normpath(); ,os.path; 
How to set the timeout on HTTPConnection under python 2.4,socket.setdefaulttimeout(); ,socket; 
How to use '\Q' and '\E' regex symbols in python?,re.escape(); ,re; 
python email get values for multiple headers of the same name,email.message.Message.get_all(); ,email.message.Message; 
Zipping dynamic files in App Engine (Python),zipfile.ZipFile.writestr(); ,zipfile.ZipFile; 
python - Writing to file with two arrays separated by only a space,str.join(); ,str; 
Get the memory address pointed to by a ctypes pointer,ctypes.addressof(); ,ctypes; 
Searching dictionary for max value then grabbing associated key,max(); ,
"Python regex, searching for prefixes inside a target string",str.startswith(); ,str; 
Filter max 20 values from a list of integers,heapq.nlargest(); ,heapq; 
Add indexed column to DataFrame with pandas,pandas.DataFrame.join(); ,pandas.DataFrame; 
python adding new methods to built-in types,str.lower(); ,str; 
python checksum verification of two large files,file.seek(); ,file; 
"Round to the nearest 500, Python",round(); ,
"Python, how to unroll tuples in lambda?",zip(); ,
Python remove last character of string if its a letter,str.rstrip(); ,str; 
Removing duplicate characters from a string,str.join(); ,str; 
Pythonic way to eval all octal values in a string as integers,re.split(); ,re; 
randomly selecting items from an array python,zip(); ,
Last element in OrderedDict,next(); ,
Distinguishing Files From Directories,os.listdir(); ,os; 
Converting a binary sequence read from a file into a fixed point number,struct.unpack(); ,struct; 
Obtaining stack frame,inspect.stack(); ,inspect; 
"With SQLite, how do i read from a list into a database?",csv.reader(); ,csv; 
Match single quotes from python re,re.findall(); ,re; 
Access front and rear element of Python tuple,itemegetter(); itemgetter(); ,
Add a key:value pair to dictionary in Python,update(); ,
Add a new column in Pandas Data Frame Using a Dictionary,DataFrame(); range(); ,
Adding and Subtracting Matrices in Python,np.add(); np.subtract(); ,np; np; 
Addition in Nested Tuples – Python,zip(); isinstance(); ,
Bigram formation from a given Python list,enumerate(); split(); zip(); ,
Break a list into chunks of size N in Python,range(); len(); list(); divide_chunks(); ,
Calculate standard deviation of a dictionary in Python,numpy.std(); pstdev(); ,numpy; 
Check if element exists in list in Python,bisect_left(); lower_bound(); set(); sort(); count(); ,
Check if email address valid or not in Python,search(); it.re.search(); ,it.re; 
Check whether given Key already exists in a Python Dictionary,keys(); checkKey(); has_key(); has_keys(); ,
Combine keys in a list of dictionaries in Python,list(); append(); ,
Convert String float to float list in Python,split(); float(); map(); ,
Convert binary to string using Python,chr(); int(); ,
Convert date string to timestamp in Python,strptime(); timetuple(); mktime(); ,
Count dictionaries in a list in Python,isinstance(); len(); ,
Count set bits using Python List comprehension,bin(); len(); countSetBits(); ,
Counting number of unique values in a Python list,get(); count(); Counter(); ,
Counting the frequencies in a list using dictionary in Python,list.count(); dict.get(); ,list; dict; 
Create a tuple from string and list – Python,tuple(); ,
Creating a sorted merged list of two unsorted lists in Python,sort(); ,
"Differences and Applications of List, Tuple, Set and Dictionary in Python",t=(); a=set(); ,
Different ways of sorting Dictionary by Values and Reverse sorting by values,items(); sorted(); keys(); get(); itemgetter(); ,
Execute a String of Code in Python,exec(); ,
Find Median of List in Python,sort(); len(); statistics.median(); ,statistics; 
Find average of a list in python,sum(); len(); round(); reduce(); mean(); Average(); ,
Find sum and average of List in Python,sum(); len(); ,
Find the size of a Dictionary in Python,getsizeof(); __sizeof__(); ,
Find the size of a Tuple in Python,getsizeof(); sys.getsizeof(); __sizeof__(); ,sys; 
Find the size of a list – Python,getsizeof(); sys.getsizeof(); __sizeof__(); ,sys; 
Generate a list using given frequency list,range(); append(); enumerate(); ,
Get Current Date and Time using Python,datetime.now(); now(); ,datetime; 
Handling missing keys in Python dictionaries,get(); setdefault(); ,
How to Zip two lists of lists in Python?,map(); itertools.chain(); zip(); ,itertools; 
How to capitalize first character of string in Python,upper(); capitalize(); ,
How to check if a string starts with a substring using regex in Python?,search(); ,
How to convert timestamp string to datetime object in Python?,datetime.fromtimestamp(); strftime(); ,datetime; 
