Query,APIs,APIClasses
Converts a java.util.Date to java.time.ZonedDateTime.,java.util.Date.toInstant(); java.time.chrono.ChronoLocalDateTime.atZone(); java.time.Instant.atZone(); java.time.LocalDateTime.atZone(); java.time.ZoneId.systemDefault(); ,java.util.Date; java.time.chrono.ChronoLocalDateTime; java.time.Instant; java.time.LocalDateTime; java.time.ZoneId; 
Converts a list of boolean values into its corresponding bit string.,java.lang.String.concat(); ,java.lang.String; 
"Converts a list of objects [a, 1, b, 2] into a map {a -> 1; b -> 2}",java.util.Map.put(); java.util.Collections.unmodifiableMap(); ,java.util.Map; java.util.Collections; 
Converts a list(separated with a space) to array,java.lang.String.length(); java.lang.Character.toString(); java.lang.String.equals(); java.lang.String.charAt(); java.lang.String.concat(); ,java.lang.String; java.lang.Character; 
Converts a long to a string representing this value in hexadecimal format.,java.lang.String.valueOf(); ,java.lang.String; 
Converts a map into a List of IKeyValuePair objects.,java.util.Map.entrySet(); java.util.Map.Entry.getKey(); java.util.Map.Entry.getValue(); ,java.util.Map; java.util.Map.Entry; 
Converts a provided Julian Day Number (i.e.,java.lang.Math.floor(); java.lang.Math.ceil(); ,java.lang.Math; 
Converts a provided Persian date to the Julian Day Number (i.e.,java.lang.Math.floor(); ,java.lang.Math; 
Converts a scalar normalized to de range [0:1] into a long rainbow of rgba values.,java.lang.Math.floor(); ,java.lang.Math; 
Converts a scalar normalized to de range [0:1] into a short rainbow of rgba values.,java.lang.Math.floor(); ,java.lang.Math; 
Converts a sequence of Java characters to a sequence of unicode code points.,java.lang.Character.codePointAt(); java.lang.Character.charCount(); ,java.lang.Character; 
Converts a sequence of unicode code points to a sequence of Java characters.,java.lang.Character.toChars(); ,java.lang.Character; 
Converts a single char into a valid XML character Output stream must convert stream to UTF-8 when saving to disk.,java.lang.String.valueOf(); ,java.lang.String; 
Converts a single code point into valid XML.,java.lang.String.valueOf(); java.lang.Character.toChars(); ,java.lang.String; java.lang.Character; 
Converts a string containing hexadecimal characters to a byte-array,java.util.Arrays.toString(); java.lang.String.toUpperCase(); java.lang.Character.toUpperCase(); java.lang.String.getBytes(); ,java.util.Arrays; java.lang.String; java.lang.Character; 
"Converts a string in the form ""[01]*"" into bits and packs them into byte array",java.lang.String.length(); java.lang.String.charAt(); ,java.lang.String; 
Converts a string into a Color object.,java.lang.Double.parseDouble(); javax.swing.text.html.StyleSheet.stringToColor(); ,java.lang.Double; javax.swing.text.html.StyleSheet; 
Converts a string into something you can safely insert into a URL.,java.lang.String.toCharArray(); java.lang.String.toString(); java.lang.String.indexOf(); ,java.lang.String; 
Converts a typed Collection to a typed array.,java.util.Arrays.asList(); java.util.Arrays.toString(); java.util.Collection.toArray(); java.lang.reflect.Array.newInstance(); java.util.Collection.size(); ,java.util.Arrays; java.util.Collection; java.lang.reflect.Array; 
Converts an HSL color value to RGB.,java.util.Arrays.toString(); ,java.util.Arrays; 
Converts an RGB array to an HSV array,java.util.Arrays.toString(); java.lang.Math.max(); java.lang.Math.min(); ,java.util.Arrays; java.lang.Math; 
Converts an RGB color value to HSL.,java.util.Arrays.toString(); java.lang.Math.max(); java.lang.Math.min(); ,java.util.Arrays; java.lang.Math; 
Converts an XMLGregorianCalendar to an instance of java.util.Date,javax.xml.datatype.XMLGregorianCalendar.toGregorianCalendar(); ,javax.xml.datatype.XMLGregorianCalendar; 
"Converts an angle (in degrees, assuming 0 degrees is straight up, and clockwise is an increase in angle, and positive X is right) to an X location point.",java.lang.Math.sin(); java.lang.Math.toRadians(); ,java.lang.Math; 
Converts an array of bytes to a double.,java.lang.Double.longBitsToDouble(); ,java.lang.Double; 
Converts an array of bytes to a float.,java.lang.Float.intBitsToFloat(); ,java.lang.Float; 
Converts an array of bytes to a long.,java.lang.System.arraycopy(); ,java.lang.System; 
Converts an array of bytes to an integer.,java.lang.System.arraycopy(); ,java.lang.System; 
Converts an array of integer values into a cumulative histogram.,java.util.Arrays.fill(); ,java.util.Arrays; 
Converts an array of short values to BufferedImage with type TYPE_USHORT_GRAY based on the histogram.,java.awt.image.Raster.getDataBuffer(); ,java.awt.image.Raster; 
Converts an array to an iterator of objects.,java.lang.reflect.Array.getLength(); java.lang.reflect.Array.get(); ,java.lang.reflect.Array; 
Converts an int32 into a 4 byte array,java.util.Arrays.toString(); ,java.util.Arrays; 
Converts an int64 into a byte array with a maximum size of 8.,java.util.Arrays.toString(); java.lang.System.arraycopy(); ,java.util.Arrays; java.lang.System; 
Converts an int8 into a 1 byte array,java.util.Arrays.toString(); ,java.util.Arrays; 
Converts an integer into a 4-byte array.,java.util.Arrays.toString(); ,java.util.Arrays; 
Converts an integer to an HTML color representation.,java.awt.Color.getRed(); java.awt.Color.getGreen(); java.awt.Color.getBlue(); ,java.awt.Color; 
Converts an org.w3c.dom.Node to an XML string using an identity transform.,java.lang.String.toString(); javax.xml.transform.TransformerFactory.newInstance(); ,java.lang.String; javax.xml.transform.TransformerFactory; 
Converts an uint16 into a 2 byte array,java.util.Arrays.toString(); ,java.util.Arrays; 
Converts an uint32 into a 4 byte array,java.util.Arrays.toString(); ,java.util.Arrays; 
Converts byte array to string using UTF8 Encoding,java.lang.String.getBytes(); java.nio.charset.Charset.forName(); ,java.lang.String; java.nio.charset.Charset; 
"Converts byte[] to long[], assuming big-endian byte order.",java.util.Arrays.toString(); ,java.util.Arrays; 
Converts bytes to doubles (from -1.0 to 1.0) according to audio format,javax.sound.sampled.AudioFormat.getSampleSizeInBits(); java.nio.ByteBuffer.wrap(); javax.sound.sampled.AudioFormat.isBigEndian(); ,javax.sound.sampled.AudioFormat; java.nio.ByteBuffer; javax.sound.sampled.AudioFormat; 
Converts collection to a string array by calling toString on each member.,java.util.Arrays.asList(); java.util.Arrays.toString(); java.util.Collection.size(); java.lang.String.toString(); ,java.util.Arrays; java.util.Collection; java.lang.String; 
Converts collection to array of strings,java.util.Arrays.asList(); java.util.Arrays.toString(); java.util.Collection.isEmpty(); java.util.Collection.size(); java.lang.String.valueOf(); ,java.util.Arrays; java.util.Collection; java.lang.String; 
Converts color components from the CIE L*u*v* to the sRGB color space.,java.lang.Math.pow(); ,java.lang.Math; 
Converts color components from the CIE XYZ to the CIE L*u*v* color space.,java.lang.Math.pow(); ,java.lang.Math; 
Converts color components from the sRGB to the CIE XYZ color space.,java.lang.Math.pow(); ,java.lang.Math; 
Converts doubles (from -1.0 to 1.0) to bytes according to audio format,javax.sound.sampled.AudioFormat.getSampleSizeInBits(); java.nio.ByteBuffer.wrap(); javax.sound.sampled.AudioFormat.isBigEndian(); java.nio.ByteBuffer.putShort(); ,javax.sound.sampled.AudioFormat; java.nio.ByteBuffer; javax.sound.sampled.AudioFormat; java.nio.ByteBuffer; 
Converts each unicode codepoint to UpperCase via Character#toUpperCase(int) starting at the given offset.,java.lang.Character.toChars(); java.lang.Character.toUpperCase(); java.lang.Character.codePointAt(); ,java.lang.Character; 
Converts each unicode codepoint to lowerCase via Character#toLowerCase(int) starting at the given offset.,java.lang.Character.toChars(); java.lang.Character.toLowerCase(); java.lang.Character.codePointAt(); ,java.lang.Character; 
Converts floats (from -1.0 to 1.0) to bytes according to audio format,javax.sound.sampled.AudioFormat.getSampleSizeInBits(); java.nio.ByteBuffer.wrap(); javax.sound.sampled.AudioFormat.isBigEndian(); java.nio.ByteBuffer.putShort(); ,javax.sound.sampled.AudioFormat; java.nio.ByteBuffer; javax.sound.sampled.AudioFormat; java.nio.ByteBuffer; 
Converts from normal RGB color scheme to Java HSB.,java.awt.Color.RGBtoHSB(); java.awt.Color.getHSBColor(); ,java.awt.Color; 
Converts java.util.Date to java.sql.Timestamp,java.util.Date.getTime(); ,java.util.Date; 
Converts java.util.GregorianCalendar into javax.xml.datatype.XMLGregorianCalendar,javax.xml.datatype.DatatypeFactory.newInstance(); javax.xml.datatype.DatatypeFactory.newXMLGregorianCalendar(); ,javax.xml.datatype.DatatypeFactory; javax.xml.datatype.DatatypeFactory; 
Converts our own relative time format to a LocalDateTime object.,java.time.LocalDateTime.of(); java.time.LocalDate.now(); java.time.LocalTime.ofSecondOfDay(); ,java.time.LocalDateTime; java.time.LocalDate; java.time.LocalTime; 
Converts the byte into string using UTF8 Encoding,java.nio.charset.Charset.forName(); ,java.nio.charset.Charset; 
Converts the color index B-V to RGB model.,java.util.Arrays.toString(); java.lang.Math.pow(); java.lang.Math.max(); ,java.util.Arrays; java.lang.Math; 
Converts the color into a Hex representation suitable for HTML color attributes.,java.lang.Integer.toHexString(); java.awt.Color.getRGB(); java.lang.String.substring(); java.lang.String.length(); ,java.lang.Integer; java.awt.Color; java.lang.String; 
Converts the given FX color to awt color.,java.awt.Color.getRed(); java.awt.Color.getGreen(); java.awt.Color.getBlue(); java.awt.Window.getOpacity(); ,java.awt.Color; java.awt.Window; 
Converts the input array to dB (10*log10()),java.lang.Math.log10(); ,java.lang.Math; 
Converts the length value from feet to meter.,java.lang.Math.round(); ,java.lang.Math; 
Converts the length value from kilometers to miles.,java.lang.Math.round(); ,java.lang.Math; 
Converts the length value from meter to feet.,java.lang.Math.round(); ,java.lang.Math; 
Converts the length value from miles to kilometers.,java.lang.Math.round(); ,java.lang.Math; 
Converts the selected view indexes to model indexes.,javax.swing.JTable.getSelectedRows(); ,javax.swing.JTable; 
Converts the specified Date object to LocalDateTime.,java.time.Instant.ofEpochMilli(); java.util.Date.getTime(); java.time.LocalDateTime.ofInstant(); java.time.ZoneId.systemDefault(); ,java.time.Instant; java.util.Date; java.time.LocalDateTime; java.time.ZoneId; 
Converts the specified byte array to int.,java.lang.Integer.decode(); java.nio.charset.Charset.forName(); ,java.lang.Integer; java.nio.charset.Charset; 
Converts the specified character (Unicode code point) to its UTF-16 representation.,java.util.Arrays.toString(); ,java.util.Arrays; 
Converts the specified integer (in the range 0-255) into a hex string.,java.lang.Integer.toHexString(); java.lang.String.length(); ,java.lang.Integer; java.lang.String; 
Converts the specified rgb values to a hexadecimal representation.,java.lang.Integer.toHexString(); java.lang.String.length(); ,java.lang.Integer; java.lang.String; 
Copies a vector of length 2,java.lang.System.arraycopy(); ,java.lang.System; 
Copies a vector of length 3,java.lang.System.arraycopy(); ,java.lang.System; 
Copies a vector of length 4,java.lang.System.arraycopy(); ,java.lang.System; 
Copies all rows and columns between two double arrays,java.lang.System.arraycopy(); ,java.lang.System; 
Copies entries from one map to another and deletes those entries in the target map for which the value in the source map is null.,java.util.Map.Entry.getKey(); java.util.Map.Entry.getValue(); ,java.util.Map.Entry; 
Copies entries from the Set provided until reaching a barrier item.,java.lang.String.equals(); ,java.lang.String; 
Copies string to system clipboard.,java.awt.Toolkit.getDefaultToolkit(); java.awt.Toolkit.getSystemClipboard(); java.awt.datatransfer.Clipboard.setContents(); ,java.awt.Toolkit; java.awt.Toolkit; java.awt.datatransfer.Clipboard; 
Copies the bytes from the specified array to the specified List as Byte objects starting at the specified index.,java.util.List.size(); java.util.List.add(); java.util.List.set(); ,java.util.List; 
"Copies the specified array, truncating or padding with nulls (if necessary) so the copy has the specified length.",java.lang.Object.getClass(); java.lang.reflect.Array.newInstance(); java.lang.System.arraycopy(); java.lang.Math.min(); ,java.lang.Object; java.lang.reflect.Array; java.lang.System; java.lang.Math; 
"Copies the specified array, truncating or padding with zeros (if necessary) so the copy has the specified length.",java.util.Arrays.toString(); java.lang.System.arraycopy(); java.lang.Math.min(); ,java.util.Arrays; java.lang.System; java.lang.Math; 
Copies the specified range of the specified array into a new array.,java.util.Arrays.toString(); java.lang.System.arraycopy(); java.lang.Math.min(); ,java.util.Arrays; java.lang.System; java.lang.Math; 
Copy Array with Arrays.copyOfRange() method,java.util.Arrays.copyOfRange(); ,java.util.Arrays; 
Copy Array with System.arraycopy() method,java.lang.System.arraycopy(); ,java.lang.System; 
Copy Elements of ArrayList to Vector,java.util.ArrayList.add(); java.util.Collections.copy(); ,java.util.ArrayList; java.util.Collections; 
Copy Elements of One ArrayList to Another ArrayList,java.util.Collections.copy(); ,java.util.Collections; 
Copy Elements of One Vector to Another Vector,java.util.Collections.copy(); ,java.util.Collections; 
Copy Elements of Vector to ArrayList,java.util.ArrayList.add(); java.util.Collections.copy(); ,java.util.ArrayList; java.util.Collections; 
Copy a BigInteger into a byte array.,java.math.BigInteger.toByteArray(); java.lang.System.arraycopy(); ,java.math.BigInteger; java.lang.System; 
Copy a text file using InputStream and OutputStream,org.omg.CORBA.portable.InputStream.read(); org.omg.CORBA.portable.OutputStream.write(); java.io.OutputStream.close(); java.io.InputStream.close(); ,org.omg.CORBA.portable.InputStream; org.omg.CORBA.portable.OutputStream; java.io.OutputStream; java.io.InputStream; 
Copy all elements of ArrayList to an Object Array,java.util.ArrayList.add(); java.util.ArrayList.toArray(); ,java.util.ArrayList; 
"Copy an array of signed values in int, into an array of double. Sign extension is performed.",java.util.Arrays.toString(); ,java.util.Arrays; 
"Copy an array of signed values in int, into an array of float. Sign extension is performed.",java.util.Arrays.toString(); ,java.util.Arrays; 
